,Price,Time,Sold,Added,Percent Diff,Item,Class,Type,Day,Hour,Date
573,26896,6247,140,175,0,coin,Closed,ask,Thursday,14,2023-05-11T14:44:27.318263Z
574,26666,6251,140,176,0,coin,Opened,ask,Thursday,14,2023-05-11T14:44:51.161618Z
575,26800,6255,141,176,0,coin,Closed,ask,Thursday,14,2023-05-11T14:45:11.901382Z
576,26896,6260,142,176,0,coin,Closed,ask,Thursday,14,2023-05-11T14:45:37.911135Z
577,26899,6261,143,176,0,coin,Closed,ask,Thursday,14,2023-05-11T14:45:45.589060Z
578,26898,6289,143,177,0,coin,Opened,ask,Thursday,14,2023-05-11T14:48:17.153565Z
579,26899,6316,144,177,0,coin,Closed,ask,Thursday,14,2023-05-11T14:50:48.328755Z
580,26750,6317,144,178,0,coin,Opened,ask,Thursday,14,2023-05-11T14:50:53.504475Z
581,26899,6430,145,178,0,coin,Closed,ask,Thursday,15,2023-05-11T15:01:08.006020Z
582,26890,6443,145,179,0,coin,Opened,ask,Thursday,15,2023-05-11T15:02:18.381793Z
583,26800,6447,145,180,0,coin,Opened,ask,Thursday,15,2023-05-11T15:02:38.374298Z
584,26700,6462,145,181,0,coin,Opened,ask,Thursday,15,2023-05-11T15:03:58.703531Z
585,26600,6483,145,182,0,coin,Opened,ask,Thursday,15,2023-05-11T15:05:54.761857Z
586,26599,6553,145,183,0,coin,Opened,ask,Thursday,15,2023-05-11T15:12:25.531567Z
587,26600,6573,146,183,0,coin,Closed,ask,Thursday,15,2023-05-11T15:14:28.556719Z
588,26700,6574,147,183,0,coin,Closed,ask,Thursday,15,2023-05-11T15:14:34.635670Z
589,26699,6577,147,184,0,coin,Opened,ask,Thursday,15,2023-05-11T15:14:49.786286Z
590,26500,6590,147,185,0,coin,Opened,ask,Thursday,15,2023-05-11T15:15:57.877526Z
591,26499,6628,147,186,0,coin,Opened,ask,Thursday,15,2023-05-11T15:19:24.415700Z
592,26500,6649,148,186,0,coin,Closed,ask,Thursday,15,2023-05-11T15:21:15.477932Z
593,26499,6664,148,187,0,coin,Opened,ask,Thursday,15,2023-05-11T15:22:29.185282Z
594,26400,6667,148,188,0,coin,Opened,ask,Thursday,15,2023-05-11T15:22:41.808919Z
595,26400,6682,148,188,0,coin,Start,ask,Thursday,15,2023-05-11T15:26:04.759859Z
596,26399,6690,148,189,0,coin,Opened,ask,Thursday,15,2023-05-11T15:26:43.169038Z
597,26398,6709,148,190,0,coin,Opened,ask,Thursday,15,2023-05-11T15:28:11.526466Z
598,26389,6710,148,191,0,coin,Opened,ask,Thursday,15,2023-05-11T15:28:15.863559Z
599,26399,6713,149,191,0,coin,Closed,ask,Thursday,15,2023-05-11T15:28:31.497849Z
600,26400,6715,150,191,0,coin,Closed,ask,Thursday,15,2023-05-11T15:28:40.398850Z
601,26499,6716,151,191,0,coin,Closed,ask,Thursday,15,2023-05-11T15:28:44.791889Z
602,26500,6717,152,191,0,coin,Closed,ask,Thursday,15,2023-05-11T15:28:49.041261Z
603,26699,6718,153,191,0,coin,Closed,ask,Thursday,15,2023-05-11T15:28:53.261450Z
604,26698,6732,153,192,0,coin,Opened,ask,Thursday,15,2023-05-11T15:30:00.731458Z
605,26550,6736,153,193,0,coin,Opened,ask,Thursday,15,2023-05-11T15:30:18.371039Z
606,26698,6744,154,193,0,coin,Closed,ask,Thursday,15,2023-05-11T15:31:01.555929Z
607,26699,6751,155,193,0,coin,Closed,ask,Thursday,15,2023-05-11T15:31:42.589851Z
608,26700,6752,156,193,0,coin,Closed,ask,Thursday,15,2023-05-11T15:31:47.272750Z
609,26899,6769,157,193,0,coin,Closed,ask,Thursday,15,2023-05-11T15:33:09.252734Z
610,26898,6818,157,194,0,coin,Opened,ask,Thursday,15,2023-05-11T15:37:09.274436Z
611,26700,6851,157,195,0,coin,Opened,ask,Thursday,15,2023-05-11T15:39:49.873087Z
612,26898,6928,158,195,0,coin,Closed,ask,Thursday,15,2023-05-11T15:45:31.153500Z
613,26700,6935,158,196,0,coin,Opened,ask,Thursday,15,2023-05-11T15:46:02.373006Z
614,26699,6979,158,197,0,coin,Opened,ask,Thursday,15,2023-05-11T15:49:11.722875Z
615,26698,7063,158,198,0,coin,Opened,ask,Thursday,15,2023-05-11T15:55:16.737590Z
616,26699,7105,159,198,0,coin,Closed,ask,Thursday,15,2023-05-11T15:58:16.768727Z
617,26698,7131,159,199,0,coin,Opened,ask,Thursday,16,2023-05-11T16:00:10.366052Z
618,26697,7186,159,200,0,coin,Opened,ask,Thursday,16,2023-05-11T16:04:08.051078Z
619,26698,7216,160,200,0,coin,Closed,ask,Thursday,16,2023-05-11T16:06:18.337230Z
620,26699,7240,161,200,0,coin,Closed,ask,Thursday,16,2023-05-11T16:08:03.622500Z
621,26698,7342,161,201,0,coin,Opened,ask,Thursday,16,2023-05-11T16:15:25.572810Z
622,26697,7397,161,202,0,coin,Opened,ask,Thursday,16,2023-05-11T16:19:44.213713Z
623,26700,7401,162,202,0,coin,Closed,ask,Thursday,16,2023-05-11T16:20:06.154813Z
624,26699,7420,162,203,0,coin,Opened,ask,Thursday,16,2023-05-11T16:21:45.371600Z
625,25503,7551,162,204,0,coin,Opened,ask,Thursday,16,2023-05-11T16:31:41.300835Z
626,26699,7554,163,204,0,coin,Closed,ask,Thursday,16,2023-05-11T16:31:53.784861Z
627,26700,7616,164,204,0,coin,Closed,ask,Thursday,16,2023-05-11T16:36:20.791608Z
628,26650,7632,164,205,0,coin,Opened,ask,Thursday,16,2023-05-11T16:37:30.645219Z
629,26600,7653,164,206,0,coin,Opened,ask,Thursday,16,2023-05-11T16:39:01.240095Z
630,26650,7738,165,206,0,coin,Closed,ask,Thursday,16,2023-05-11T16:45:05.148741Z
631,26648,7761,165,207,0,coin,Opened,ask,Thursday,16,2023-05-11T16:46:46.028363Z
632,26650,7804,166,207,0,coin,Closed,ask,Thursday,16,2023-05-11T16:49:50.013177Z
633,26647,7836,166,208,0,coin,Opened,ask,Thursday,16,2023-05-11T16:52:06.687060Z
634,26650,7881,167,208,0,coin,Closed,ask,Thursday,16,2023-05-11T16:55:20.853577Z
635,26700,7909,168,208,0,coin,Closed,ask,Thursday,16,2023-05-11T16:57:19.182771Z
636,26898,7951,169,208,0,coin,Closed,ask,Thursday,17,2023-05-11T17:00:21.729915Z
637,26850,7965,169,209,0,coin,Opened,ask,Thursday,17,2023-05-11T17:01:21.138640Z
638,26849,8111,169,210,0,coin,Opened,ask,Thursday,17,2023-05-11T17:11:54.145784Z
639,26800,8200,169,211,0,coin,Opened,ask,Thursday,17,2023-05-11T17:18:15.283979Z
640,26790,8239,169,212,0,coin,Opened,ask,Thursday,17,2023-05-11T17:21:04.152838Z
641,26500,8253,169,213,0,coin,Opened,ask,Thursday,17,2023-05-11T17:22:06.039705Z
642,26788,8324,170,213,0,coin,Closed,ask,Thursday,17,2023-05-11T17:27:12.166454Z
643,26780,8384,170,214,0,coin,Opened,ask,Thursday,17,2023-05-11T17:31:30.679510Z
644,26779,8453,170,215,0,coin,Opened,ask,Thursday,17,2023-05-11T17:36:29.150402Z
645,26778,8480,170,216,0,coin,Opened,ask,Thursday,17,2023-05-11T17:38:24.722264Z
646,26500,8485,170,217,0,coin,Opened,ask,Thursday,17,2023-05-11T17:38:47.489407Z
647,26778,8499,171,217,0,coin,Closed,ask,Thursday,17,2023-05-11T17:39:47.109181Z
648,26779,8500,172,217,0,coin,Closed,ask,Thursday,17,2023-05-11T17:39:51.304696Z
649,26780,8501,173,217,0,coin,Closed,ask,Thursday,17,2023-05-11T17:39:57.917845Z
650,26788,8528,174,217,0,coin,Closed,ask,Thursday,17,2023-05-11T17:41:52.988258Z
651,26790,8529,175,217,0,coin,Closed,ask,Thursday,17,2023-05-11T17:41:57.040236Z
652,26705,8536,175,218,0,coin,Opened,ask,Thursday,17,2023-05-11T17:42:28.123746Z
653,26704,8551,175,219,0,coin,Opened,ask,Thursday,17,2023-05-11T17:43:34.428815Z
654,26680,8626,175,220,0,coin,Opened,ask,Thursday,17,2023-05-11T17:48:56.469574Z
655,26700,8680,176,220,0,coin,Closed,ask,Thursday,17,2023-05-11T17:52:48.061751Z
656,26699,8802,176,221,0,coin,Opened,ask,Thursday,18,2023-05-11T18:01:41.199797Z
657,26700,8830,177,221,0,coin,Closed,ask,Thursday,18,2023-05-11T18:03:40.118715Z
658,26699,9015,177,222,0,coin,Opened,ask,Thursday,18,2023-05-11T18:17:01.700733Z
659,26700,9025,178,222,0,coin,Closed,ask,Thursday,18,2023-05-11T18:17:45.102320Z
660,26704,9067,179,222,0,coin,Closed,ask,Thursday,18,2023-05-11T18:20:59.422054Z
661,26694,9104,179,222,0,coin,Start,ask,Thursday,18,2023-05-11T18:39:32.781733Z
662,26500,9116,179,223,0,coin,Opened,ask,Thursday,18,2023-05-11T18:40:40.048341Z
663,26694,9118,180,223,0,coin,Closed,ask,Thursday,18,2023-05-11T18:40:50.225184Z
664,26693,9143,180,224,0,coin,Opened,ask,Thursday,18,2023-05-11T18:42:56.893305Z
665,26690,9174,180,225,0,coin,Opened,ask,Thursday,18,2023-05-11T18:45:32.460890Z
666,26680,9176,180,226,0,coin,Opened,ask,Thursday,18,2023-05-11T18:45:41.886864Z
667,26679,9218,180,227,0,coin,Opened,ask,Thursday,18,2023-05-11T18:49:03.480887Z
668,26675,9254,180,228,0,coin,Opened,ask,Thursday,18,2023-05-11T18:51:54.592969Z
669,26499,9263,180,229,0,coin,Opened,ask,Thursday,18,2023-05-11T18:52:37.206341Z
670,26300,9286,180,230,0,coin,Opened,ask,Thursday,18,2023-05-11T18:54:30.949241Z
671,26300,9354,180,230,0,coin,Start,ask,Thursday,19,2023-05-11T19:05:57.519830Z
672,25900,9446,180,231,0,coin,Opened,ask,Thursday,19,2023-05-11T19:15:07.909845Z
673,26300,9448,181,231,0,coin,Closed,ask,Thursday,19,2023-05-11T19:15:18.349490Z
674,26499,9468,182,231,0,coin,Closed,ask,Thursday,19,2023-05-11T19:17:12.548582Z
675,26495,9478,182,232,0,coin,Opened,ask,Thursday,19,2023-05-11T19:18:08.071762Z
676,26495,9538,182,232,0,coin,Start,ask,Thursday,19,2023-05-11T19:27:28.984168Z
677,26499,9569,183,232,0,coin,Closed,ask,Thursday,19,2023-05-11T19:31:47.940471Z
678,26498,9585,183,233,0,coin,Opened,ask,Thursday,19,2023-05-11T19:34:45.613515Z
679,26300,9613,183,234,0,coin,Opened,ask,Thursday,19,2023-05-11T19:39:41.095979Z
680,26295,9619,184,234,0,coin,Closed,ask,Thursday,19,2023-05-11T19:41:00.357492Z
681,26499,9639,184,234,0,coin,Start,ask,Thursday,19,2023-05-11T19:47:22.186381Z
682,26679,9641,184,234,0,coin,Start,ask,Thursday,19,2023-05-11T19:55:58.985886Z
683,26694,9642,185,234,0,coin,Closed,ask,Thursday,19,2023-05-11T19:56:03.527553Z
684,26695,9649,186,234,0,coin,Closed,ask,Thursday,19,2023-05-11T19:56:36.914211Z
685,26399,9666,186,235,0,coin,Opened,ask,Thursday,19,2023-05-11T19:58:06.980782Z
686,25921,9682,186,236,0,coin,Opened,ask,Thursday,19,2023-05-11T19:59:29.765512Z
687,26399,9684,187,236,0,coin,Closed,ask,Thursday,19,2023-05-11T19:59:39.998531Z
688,26398,9766,187,237,0,coin,Opened,ask,Thursday,20,2023-05-11T20:06:30.474565Z
689,26397,9825,187,238,0,coin,Opened,ask,Thursday,20,2023-05-11T20:11:15.449312Z
690,26398,9860,188,238,0,coin,Closed,ask,Thursday,20,2023-05-11T20:14:05.301061Z
691,26399,9863,189,238,0,coin,Closed,ask,Thursday,20,2023-05-11T20:14:21.960774Z
692,26695,9871,190,238,0,coin,Closed,ask,Thursday,20,2023-05-11T20:15:03.718588Z
693,26694,9899,190,239,0,coin,Opened,ask,Thursday,20,2023-05-11T20:17:17.336917Z
694,26695,9983,191,239,0,coin,Closed,ask,Thursday,20,2023-05-11T20:24:11.043665Z
695,26694,10016,191,240,0,coin,Opened,ask,Thursday,20,2023-05-11T20:26:47.905277Z
696,26692,10021,191,241,0,coin,Opened,ask,Thursday,20,2023-05-11T20:27:12.791254Z
697,26694,10116,192,241,0,coin,Closed,ask,Thursday,20,2023-05-11T20:34:48.381811Z
698,26500,10210,192,241,0,coin,Start,ask,Thursday,20,2023-05-11T20:50:44.689759Z
699,26689,10211,192,241,0,coin,Start,ask,Thursday,21,2023-05-11T21:02:18.538613Z
700,26688,10212,192,242,0,coin,Opened,ask,Thursday,21,2023-05-11T21:02:34.713155Z
701,26685,10238,193,242,0,coin,Closed,ask,Thursday,21,2023-05-11T21:05:25.257204Z
702,26684,10239,193,243,0,coin,Opened,ask,Thursday,21,2023-05-11T21:05:35.684371Z
703,26683,10240,193,244,0,coin,Opened,ask,Thursday,21,2023-05-11T21:05:45.965973Z
704,26684,10261,194,244,0,coin,Closed,ask,Thursday,21,2023-05-11T21:08:55.188784Z
705,26683,10264,194,245,0,coin,Opened,ask,Thursday,21,2023-05-11T21:09:24.368614Z
706,26577,10269,194,246,0,coin,Opened,ask,Thursday,21,2023-05-11T21:10:09.139186Z
707,26576,10284,194,247,0,coin,Opened,ask,Thursday,21,2023-05-11T21:12:27.598267Z
708,26577,10293,195,247,0,coin,Closed,ask,Thursday,21,2023-05-11T21:13:49.988831Z
709,26576,10300,195,248,0,coin,Opened,ask,Thursday,21,2023-05-11T21:14:52.520642Z
710,26577,10313,196,248,0,coin,Closed,ask,Thursday,21,2023-05-11T21:16:53.202289Z
711,26576,10321,196,249,0,coin,Opened,ask,Thursday,21,2023-05-11T21:18:07.196277Z
712,26575,10324,196,250,0,coin,Opened,ask,Thursday,21,2023-05-11T21:18:33.873829Z
713,25999,10337,196,251,0,coin,Opened,ask,Thursday,21,2023-05-11T21:20:22.588670Z
714,26575,10408,197,251,0,coin,Closed,ask,Thursday,21,2023-05-11T21:30:08.845343Z
715,26500,10410,197,252,0,coin,Opened,ask,Thursday,21,2023-05-11T21:30:24.787860Z
716,26400,10432,197,253,0,coin,Opened,ask,Thursday,21,2023-05-11T21:33:28.380368Z
717,26500,10442,198,253,0,coin,Closed,ask,Thursday,21,2023-05-11T21:34:51.216798Z
718,26575,10524,199,253,0,coin,Closed,ask,Thursday,21,2023-05-11T21:41:20.458496Z
719,26574,10711,199,254,0,coin,Opened,ask,Thursday,21,2023-05-11T21:54:41.208442Z
720,26573,10741,199,255,0,coin,Opened,ask,Thursday,21,2023-05-11T21:56:49.954100Z
721,26500,10791,199,256,0,coin,Opened,ask,Thursday,22,2023-05-11T22:00:23.220908Z
722,26573,10808,200,256,0,coin,Closed,ask,Thursday,22,2023-05-11T22:01:34.364447Z
723,26574,10809,201,256,0,coin,Closed,ask,Thursday,22,2023-05-11T22:01:38.390074Z
724,26574,10211,192,241,0,coin,Start,ask,Thursday,22,2023-05-11T22:14:21.396596Z
725,26573,10214,192,242,0,coin,Opened,ask,Thursday,22,2023-05-11T22:14:48.525729Z
726,26570,10217,192,243,0,coin,Opened,ask,Thursday,22,2023-05-11T22:15:16.278250Z
727,26550,10227,192,244,0,coin,Opened,ask,Thursday,22,2023-05-11T22:16:44.123714Z
728,26548,10248,192,244,0,coin,Start,ask,Thursday,22,2023-05-11T22:23:10.956114Z
729,26547,10260,192,245,0,coin,Opened,ask,Thursday,22,2023-05-11T22:24:51.858628Z
730,26548,10285,193,245,0,coin,Closed,ask,Thursday,22,2023-05-11T22:28:22.292499Z
731,26549,10288,194,245,0,coin,Closed,ask,Thursday,22,2023-05-11T22:28:46.674819Z
732,26550,10293,195,245,0,coin,Closed,ask,Thursday,22,2023-05-11T22:29:30.027190Z
733,26549,10311,195,246,0,coin,Opened,ask,Thursday,22,2023-05-11T22:32:00.808780Z
734,26550,10314,196,246,0,coin,Closed,ask,Thursday,22,2023-05-11T22:32:25.136543Z
735,26000,10363,196,247,0,coin,Opened,ask,Thursday,22,2023-05-11T22:39:15.468228Z
736,26550,10364,197,247,0,coin,Closed,ask,Thursday,22,2023-05-11T22:39:23.647213Z
737,26426,10401,197,247,0,coin,Start,ask,Thursday,23,2023-05-11T23:06:30.357779Z
738,26425,10402,197,248,0,coin,Opened,ask,Thursday,23,2023-05-11T23:06:41.432503Z
739,26424,10413,197,249,0,coin,Opened,ask,Thursday,23,2023-05-11T23:08:26.990181Z
740,26423,10429,197,250,0,coin,Opened,ask,Thursday,23,2023-05-11T23:10:57.389372Z
741,26000,10455,197,251,0,coin,Opened,ask,Thursday,23,2023-05-11T23:15:05.316642Z
742,25999,10457,197,252,0,coin,Opened,ask,Thursday,23,2023-05-11T23:15:29.226248Z
743,26000,10491,198,252,0,coin,Closed,ask,Thursday,23,2023-05-11T23:21:00.422254Z
744,25999,10493,198,253,0,coin,Opened,ask,Thursday,23,2023-05-11T23:21:23.725491Z
745,25998,10510,198,254,0,coin,Opened,ask,Thursday,23,2023-05-11T23:23:13.202673Z
746,25887,10577,198,255,0,coin,Opened,ask,Thursday,23,2023-05-11T23:33:03.835074Z
747,25998,10581,199,255,0,coin,Closed,ask,Thursday,23,2023-05-11T23:33:43.948546Z
748,25998,10616,199,255,0,coin,Start,ask,Thursday,23,2023-05-11T23:40:08.626600Z
749,25997,10619,199,255,0,coin,Start,ask,Thursday,23,2023-05-11T23:42:53.384275Z
750,25998,10627,200,255,0,coin,Closed,ask,Thursday,23,2023-05-11T23:44:12.390159Z
751,25900,10629,200,256,0,coin,Opened,ask,Thursday,23,2023-05-11T23:44:31.834916Z
752,25899,10631,200,257,0,coin,Opened,ask,Thursday,23,2023-05-11T23:44:58.242047Z
753,26000,10660,201,257,0,coin,Closed,ask,Thursday,23,2023-05-11T23:49:45.836081Z
754,25999,10662,201,258,0,coin,Opened,ask,Thursday,23,2023-05-11T23:50:04.828303Z
755,25989,10678,201,259,0,coin,Opened,ask,Thursday,23,2023-05-11T23:51:51.978441Z
756,25988,10686,201,260,0,coin,Opened,ask,Thursday,23,2023-05-11T23:52:49.869632Z
757,26420,10692,202,260,0,coin,Closed,ask,Thursday,23,2023-05-11T23:53:30.992300Z
758,26419,10694,202,261,0,coin,Opened,ask,Thursday,23,2023-05-11T23:53:47.875426Z
759,26420,10695,203,261,0,coin,Closed,ask,Thursday,23,2023-05-11T23:53:53.849102Z
760,26421,10696,204,261,0,coin,Closed,ask,Thursday,23,2023-05-11T23:53:59.957829Z
761,26420,10697,204,262,0,coin,Opened,ask,Thursday,23,2023-05-11T23:54:09.997059Z
762,26421,10701,205,262,0,coin,Closed,ask,Thursday,23,2023-05-11T23:54:36.300099Z
763,26420,10703,205,263,0,coin,Opened,ask,Thursday,23,2023-05-11T23:54:53.222751Z
764,26421,10708,206,263,0,coin,Closed,ask,Thursday,23,2023-05-11T23:55:28.962183Z
765,26420,10710,206,264,0,coin,Opened,ask,Thursday,23,2023-05-11T23:55:46.902595Z
766,26420,10619,199,255,0,coin,Start,ask,Thursday,23,2023-05-11T23:56:57.920386Z
767,26419,10621,199,256,0,coin,Opened,ask,Thursday,23,2023-05-11T23:57:22.178594Z
768,26420,10640,200,256,0,coin,Closed,ask,Thursday,23,2023-05-11T23:59:24.543339Z
769,26350,10643,200,257,0,coin,Opened,ask,Thursday,23,2023-05-11T23:59:43.511273Z
770,26420,10649,201,257,0,coin,Closed,ask,Friday,0,2023-05-12T00:00:15.556650Z
771,26421,10650,202,257,0,coin,Closed,ask,Friday,0,2023-05-12T00:00:21.346169Z
772,26420,10674,202,258,0,coin,Opened,ask,Friday,0,2023-05-12T00:02:36.324823Z
773,26419,10684,202,259,0,coin,Opened,ask,Friday,0,2023-05-12T00:03:40.309286Z
774,26420,10697,203,259,0,coin,Closed,ask,Friday,0,2023-05-12T00:05:01.863537Z
775,26421,10698,204,259,0,coin,Closed,ask,Friday,0,2023-05-12T00:05:07.932532Z
776,26420,10700,204,260,0,coin,Opened,ask,Friday,0,2023-05-12T00:05:27.715259Z
777,26421,10710,205,260,0,coin,Closed,ask,Friday,0,2023-05-12T00:06:31.217388Z
778,26420,10715,205,261,0,coin,Opened,ask,Friday,0,2023-05-12T00:07:09.922843Z
779,26421,10717,206,261,0,coin,Closed,ask,Friday,0,2023-05-12T00:07:21.763509Z
780,26423,10722,207,261,0,coin,Closed,ask,Friday,0,2023-05-12T00:07:51.016601Z
781,26429,10724,207,261,0,coin,Start,ask,Friday,0,2023-05-12T00:09:51.972245Z
782,26400,10730,207,262,0,coin,Opened,ask,Friday,0,2023-05-12T00:10:28.202141Z
783,26399,10747,207,263,0,coin,Opened,ask,Friday,0,2023-05-12T00:12:00.773741Z
784,26389,10749,207,264,0,coin,Opened,ask,Friday,0,2023-05-12T00:12:16.123471Z
785,26399,10762,208,264,0,coin,Closed,ask,Friday,0,2023-05-12T00:13:31.575344Z
786,26395,10789,208,265,0,coin,Opened,ask,Friday,0,2023-05-12T00:15:58.731755Z
787,26399,10800,209,265,0,coin,Closed,ask,Friday,0,2023-05-12T00:17:00.854506Z
788,26398,10808,209,266,0,coin,Opened,ask,Friday,0,2023-05-12T00:17:44.849784Z
789,26397,10826,209,267,0,coin,Opened,ask,Friday,0,2023-05-12T00:19:55.342386Z
790,26380,10842,209,268,0,coin,Opened,ask,Friday,0,2023-05-12T00:21:52.638226Z
791,26397,10843,210,268,0,coin,Closed,ask,Friday,0,2023-05-12T00:21:58.478243Z
792,26380,10847,210,269,0,coin,Opened,ask,Friday,0,2023-05-12T00:22:21.780868Z
793,26397,11079,211,269,0,coin,Closed,ask,Friday,0,2023-05-12T00:45:37.598925Z
794,26398,11080,212,269,0,coin,Closed,ask,Friday,0,2023-05-12T00:45:43.025621Z
795,26397,11082,212,270,0,coin,Opened,ask,Friday,0,2023-05-12T00:46:05.709075Z
796,26398,11149,213,270,0,coin,Closed,ask,Friday,0,2023-05-12T00:52:18.326479Z
797,26399,11150,214,270,0,coin,Closed,ask,Friday,0,2023-05-12T00:52:23.836188Z
798,26398,11151,214,271,0,coin,Opened,ask,Friday,0,2023-05-12T00:52:42.569604Z
799,26399,11198,215,271,0,coin,Closed,ask,Friday,0,2023-05-12T00:58:11.658850Z
800,26397,11200,215,272,0,coin,Opened,ask,Friday,0,2023-05-12T00:58:28.800628Z
801,26398,11202,216,272,0,coin,Closed,ask,Friday,0,2023-05-12T00:58:43.855414Z
802,26395,11211,216,273,0,coin,Opened,ask,Friday,0,2023-05-12T00:59:43.340973Z
803,26994,11251,216,273,0,coin,Start,ask,Friday,11,2023-05-12T11:30:31.320114Z
804,26993,11253,216,274,0,coin,Opened,ask,Friday,11,2023-05-12T11:30:56.940444Z
805,26994,11261,216,274,0,coin,Start,ask,Friday,11,2023-05-12T11:54:28.803374Z
806,26993,11263,216,275,0,coin,Opened,ask,Friday,11,2023-05-12T11:54:50.703422Z
807,26990,11268,216,276,0,coin,Opened,ask,Friday,11,2023-05-12T11:55:22.838202Z
808,26900,11351,217,276,0,coin,Closed,ask,Friday,12,2023-05-12T12:07:59.485325Z
809,26900,11354,217,276,0,coin,Start,ask,Friday,12,2023-05-12T12:09:39.185920Z
810,26899,11355,217,277,0,coin,Opened,ask,Friday,12,2023-05-12T12:09:53.825356Z
811,26896,11362,217,278,0,coin,Opened,ask,Friday,12,2023-05-12T12:11:07.233636Z
812,26899,11405,217,278,0,coin,Start,ask,Friday,12,2023-05-12T12:19:51.835463Z
813,26898,11414,217,279,0,coin,Opened,ask,Friday,12,2023-05-12T12:21:20.164342Z
814,26897,11483,217,280,0,coin,Opened,ask,Friday,12,2023-05-12T12:32:19.782292Z
815,26897,11488,217,280,0,coin,Start,ask,Friday,12,2023-05-12T12:33:41.819191Z
816,26898,11498,218,280,0,coin,Closed,ask,Friday,12,2023-05-12T12:35:26.097011Z
817,26990,11500,219,280,0,coin,Closed,ask,Friday,12,2023-05-12T12:35:45.440891Z
818,26994,11501,220,280,0,coin,Closed,ask,Friday,12,2023-05-12T12:35:58.897618Z
819,26993,11502,220,281,0,coin,Opened,ask,Friday,12,2023-05-12T12:36:09.750606Z
820,26994,11508,221,281,0,coin,Closed,ask,Friday,12,2023-05-12T12:36:51.124731Z
821,26993,11510,221,282,0,coin,Opened,ask,Friday,12,2023-05-12T12:37:09.697846Z
822,26994,11515,222,282,0,coin,Closed,ask,Friday,12,2023-05-12T12:37:44.936468Z
823,26993,11517,222,283,0,coin,Opened,ask,Friday,12,2023-05-12T12:38:02.169747Z
824,26992,11530,222,284,0,coin,Opened,ask,Friday,12,2023-05-12T12:39:38.683427Z
825,26800,11532,222,285,0,coin,Opened,ask,Friday,12,2023-05-12T12:39:55.489734Z
826,26799,11545,222,286,0,coin,Opened,ask,Friday,12,2023-05-12T12:41:29.921213Z
827,26798,11547,222,287,0,coin,Opened,ask,Friday,12,2023-05-12T12:41:49.264808Z
828,26799,11549,223,287,0,coin,Closed,ask,Friday,12,2023-05-12T12:42:06.627813Z
829,26750,11550,223,287,0,coin,Start,ask,Friday,12,2023-05-12T12:49:41.838134Z
830,26749,11551,223,288,0,coin,Opened,ask,Friday,12,2023-05-12T12:49:54.989252Z
831,26750,11562,224,288,0,coin,Closed,ask,Friday,12,2023-05-12T12:51:11.479509Z
832,26749,11564,224,289,0,coin,Opened,ask,Friday,12,2023-05-12T12:51:28.487470Z
833,26748,11566,224,290,0,coin,Opened,ask,Friday,12,2023-05-12T12:51:40.565553Z
834,26747,11570,224,291,0,coin,Opened,ask,Friday,12,2023-05-12T12:52:06.117029Z
835,26746,11606,224,292,0,coin,Opened,ask,Friday,12,2023-05-12T12:56:15.783760Z
836,26746,11607,224,292,0,coin,Start,ask,Friday,12,2023-05-12T12:56:53.231591Z
837,26745,11608,224,293,0,coin,Opened,ask,Friday,12,2023-05-12T12:57:08.049676Z
838,26748,11624,225,293,0,coin,Closed,ask,Friday,12,2023-05-12T12:59:48.296591Z
839,26740,11625,225,294,0,coin,Opened,ask,Friday,12,2023-05-12T12:59:59.788775Z
840,26739,11626,225,295,0,coin,Opened,ask,Friday,13,2023-05-12T13:00:10.379374Z
841,26740,11632,226,295,0,coin,Closed,ask,Friday,13,2023-05-12T13:00:51.464259Z
842,26739,11634,226,296,0,coin,Opened,ask,Friday,13,2023-05-12T13:01:09.131037Z
843,26740,11642,227,296,0,coin,Closed,ask,Friday,13,2023-05-12T13:02:06.862126Z
844,26720,11643,227,297,0,coin,Opened,ask,Friday,13,2023-05-12T13:02:13.141907Z
845,26000,11644,227,298,0,coin,Opened,ask,Friday,13,2023-05-12T13:02:28.652281Z
846,26719,11660,228,298,0,coin,Closed,ask,Friday,13,2023-05-12T13:04:15.798005Z
847,26715,11662,228,299,0,coin,Opened,ask,Friday,13,2023-05-12T13:04:30.819031Z
848,26710,11668,228,300,0,coin,Opened,ask,Friday,13,2023-05-12T13:05:09.830128Z
849,26709,11721,228,301,0,coin,Opened,ask,Friday,13,2023-05-12T13:11:16.904118Z
850,26708,11723,228,302,0,coin,Opened,ask,Friday,13,2023-05-12T13:11:34.983817Z
851,26709,11729,229,302,0,coin,Closed,ask,Friday,13,2023-05-12T13:12:11.136405Z
852,26708,11731,229,303,0,coin,Opened,ask,Friday,13,2023-05-12T13:12:30.245986Z
853,26709,11735,230,303,0,coin,Closed,ask,Friday,13,2023-05-12T13:12:55.323169Z
854,26708,11737,230,304,0,coin,Opened,ask,Friday,13,2023-05-12T13:13:12.074145Z
855,26709,11762,231,304,0,coin,Closed,ask,Friday,13,2023-05-12T13:16:13.645601Z
856,26715,11781,232,304,0,coin,Closed,ask,Friday,13,2023-05-12T13:18:15.988863Z
857,26719,11782,233,304,0,coin,Closed,ask,Friday,13,2023-05-12T13:18:23.824032Z
858,26718,11783,233,305,0,coin,Opened,ask,Friday,13,2023-05-12T13:18:40.310374Z
859,26720,11824,234,305,0,coin,Closed,ask,Friday,13,2023-05-12T13:23:15.298241Z
